note (there was some time gap)
2458 2424 09:46:17.530533 track 553 223
2459 2425 09:46:17.670760 track 552 223
2460 2426 09:46:17.834956 track 551 222
2461 2427 09:46:17.975385 track 551 221
2462 2428 09:46:18.115685 track 549 220
2463 2429 09:46:18.256747 track 542 219
2464 2430 09:46:18.421176 track 548 220
2465 2431 09:46:18.562363 track 546 218
2466 2432 09:46:18.729656 track 545 218
2467 2433 09:46:18.870833 track 546 217
2468 2434 09:46:19.011517 track 545 218
2469 2435 09:46:19.178699 track 546 217
2470 2436 09:46:19.320485 track 548 216
2471 2437 09:46:19.459462 track 549 215
2472 2438 09:46:19.599605 track 549 216
2473 2439 09:46:19.740502 track 547 217
2474 2440 09:46:19.879757 track 548 219
2475 2441 09:46:20.023933 track 549 218
2476 2442 09:46:20.163428 track 548 222
2477 2443 09:46:20.303778 track 549 221
2478 2444 09:46:20.444869 track 550 222
2479 2445 09:46:20.584123 track 549 223
2480 2446 09:46:20.724045 track 549 224
2481 2447 09:46:20.868999 track 550 224
2482 2448 09:46:21.009275 track 551 226
2483 2449 09:46:21.150124 track 551 226
2484 2450 09:46:21.289632 track 553 229
2485 2451 09:46:21.430680 track 554 229
2486 2452 09:46:21.572996 track 555 232
2487 2453 09:46:21.712402 track 555 232
2488 2454 09:46:21.907234 track 556 236
2489 2455 09:46:22.071005 track 556 239
2490 2456 09:46:22.239980 track 555 240
2491 2457 09:46:22.453513 track 555 241
2492 2458 09:46:22.622910 track 554 244
2493 2459 09:46:22.833557 track 554 247
2494 2460 09:46:23.000392 track 553 249
2495 2461 09:46:23.164348 track 552 251
2496 2462 09:46:23.305038 track 551 254
2497 2463 09:46:23.450044 track 551 255
2498 2464 09:46:23.588844 track 549 255
2499 2465 09:46:23.729352 track 547 256
2500 2466 09:46:23.869622 track 546 256
2501 2467 09:46:24.084565 track 542 257
2502 2468 09:46:24.252161 track 539 257
2503 2469 09:46:24.393084 track 539 255
2504 2470 09:46:24.534270 track 534 255
2505 2471 09:46:24.675585 track 525 255
2506 2472 09:46:24.839563 track 514 253
2507 2473 09:46:24.984487 track 508 252
2508 2474 09:46:25.123872 track 503 250
2509 2475 09:46:25.264096 track 500 250
2510 2476 09:46:25.405597 track 497 249
2511 2477 09:46:25.568879 track 486 246
2512 2478 09:46:25.733067 track 482 245
2513 2479 09:46:25.874554 track 478 243
2514 2480 09:46:26.015468 track 471 240
2515 2481 09:46:26.155355 track 465 237
2516 2482 09:46:26.295191 track 455 233
2517 2483 09:46:26.459261 track 441 227
2518 2484 09:46:26.650611 track 431 224
2519 2485 09:46:26.791477 track 421 222
2520 2486 09:46:26.931994 track 409 219
2521 2487 09:46:27.071342 track 393 217
2522 2488 09:46:27.215469 track 375 214
2523 2489 09:46:27.356273 track 359 214
2524 2490 09:46:27.496237 track 345 213
2525 2491 09:46:27.637251 track 329 214
2526 2492 09:46:27.776460 track 316 215
2527 2493 09:46:27.941945 track 303 215
2528 2494 09:46:28.081739 track 288 216
2529 2495 09:46:28.221904 track 279 217
2530 2496 09:46:28.389298 track 264 219
2531 2497 09:46:28.558316 track 252 222
2532 2498 09:46:28.699868 track 236 224
2533 2499 09:46:28.838571 track 224 225
2534 2500 09:46:29.034114 track 213 227
2535 2501 09:46:29.173759 track 199 228
2536 17 09:46:29.747681 feed left
2537 2502 09:46:29.863280 track 185 228
2538 2503 09:46:30.004177 track 175 229
2539 2504 09:46:30.145176 track 165 230
2540 2505 09:46:30.288570 track 150 231
2541 2506 09:46:30.427701 track 104 227
2542 2507 09:46:30.568436 track 97 226
2543 2508 09:46:30.732484 track 89 225
2544 2509 09:46:30.873071 track 81 226
2545 2510 09:46:31.013946 track 73 227
2546 2511 09:46:31.177777 track 64 228
2547 2512 09:46:31.371306 track 58 230
2548 2513 09:46:31.536575 track 50 232
2549 2514 09:46:31.704479 track 45 233
2550 2515 09:46:31.846818 track 48 232
2551 2516 09:46:32.010612 track 44 234
2552 2517 09:46:32.178807 track 41 235
2553 2518 09:46:32.342707 track 41 235
2554 2519 09:46:32.484167 track 48 233
2555 2520 09:46:32.648165 track 49 234
2556 2521 09:46:32.790147 track 48 234
2557 2522 09:46:32.958393 track 47 233
2558 2523 09:46:33.099567 track 47 230
2559 2524 09:46:33.240351 track 46 226
2560 2525 09:46:33.407174 track 45 221
2561 2526 09:46:33.548499 track 46 219
2562 2527 09:46:33.688762 track 51 216
2563 2528 09:46:33.827330 track 56 213
2564 2529 09:46:33.969106 track 65 210
2565 2530 09:46:34.158765 track 72 209
2566 2531 09:46:34.323113 track 79 209
2567 2532 09:46:34.464407 track 86 209
2568 2533 09:46:34.631893 track 97 209
2569 2534 09:46:34.797586 track 105 209
2570 2535 09:46:34.939764 track 122 211
2571 2536 09:46:35.103755 track 137 212
2572 2537 09:46:35.245914 track 146 213
2573 2538 09:46:35.440279 track 166 216
2574 2539 09:46:35.579937 track 179 218
2575 2540 09:46:35.744921 track 191 221
2576 2541 09:46:35.890178 track 205 223
2577 2542 09:46:36.029320 track 216 227
2578 2543 09:46:36.170527 track 234 232
2579 2544 09:46:36.309502 track 246 235
2580 2545 09:46:36.450079 track 260 239
2581 2546 09:46:36.594016 track 274 240
2582 2547 09:46:36.733188 track 290 242
2583 2548 09:46:36.873628 track 304 243
2584 2549 09:46:37.014438 track 316 244
2585 2550 09:46:37.154160 track 330 244
2586 2551 09:46:37.320657 track 344 243
2587 2552 09:46:37.460914 track 360 242
2588 2553 09:46:37.601120 track 375 241
2589 2554 09:46:37.741519 track 388 240
2590 2555 09:46:37.902930 track 400 240
2591 2556 09:46:38.045676 track 414 240
2592 17 09:46:38.619409 feed right
2593 2557 09:46:38.735236 track 426 239
2594 2558 09:46:38.874216 track 437 239
2595 2559 09:46:39.091304 track 451 239
2596 2560 09:46:39.233264 track 464 239
2597 2561 09:46:39.371821 track 510 241
2598 2562 09:46:39.512606 track 517 241
2599 2563 09:46:39.676474 track 524 241
2600 2564 09:46:39.846119 track 535 241
2601 2565 09:46:40.011865 track 544 240
2602 2566 09:46:40.151393 track 542 240
2603 2567 09:46:40.291145 track 550 238
2604 2568 09:46:40.455386 track 555 237
2605 2569 09:46:40.621088 track 556 236
2606 2570 09:46:40.761702 track 557 236
2607 2571 09:46:40.927082 track 559 236
2608 2572 09:46:41.066197 track 553 237
2609 2573 09:46:41.207228 track 553 237
2610 2574 09:46:41.346963 track 554 236
2611 2575 09:46:41.486562 track 552 237
2612 2576 09:46:41.629625 track 554 236
2613 2577 09:46:41.769171 track 553 238
2614 2578 09:46:41.962142 track 554 236
2615 2579 09:46:42.103594 track 552 237
2616 2580 09:46:42.269988 track 552 236
2617 2581 09:46:42.433866 track 552 234
2618 2582 09:46:42.602733 track 551 232
2619 2583 09:46:42.744789 track 552 231
2620 2584 09:46:42.883750 track 552 231
2621 2585 09:46:43.023676 track 552 232
2622 2586 09:46:43.166394 track 553 233
2623 2587 09:46:43.306703 track 552 232
2624 2588 09:46:43.448211 track 550 233
2625 2589 09:46:43.588079 track 556 234
2626 2590 09:46:43.728675 track 549 232
2627 2591 09:46:43.868957 track 550 232
2628 2592 09:46:44.008799 track 550 232
2629 2593 09:46:44.153088 track 551 232
2630 2594 09:46:44.293021 track 550 231
2631 2595 09:46:44.433438 track 553 231
2632 2596 09:46:44.574350 track 553 231
2633 2597 09:46:44.713860 track 554 231
2634 2598 09:46:44.854496 track 553 231
2635 2599 09:46:44.996644 track 551 231
2636 2600 09:46:45.136334 track 550 233
2637 2601 09:46:45.279216 track 549 233
2638 2602 09:46:45.418713 track 549 234
2639 2603 09:46:45.558861 track 548 236
2640 2604 09:46:45.747710 track 547 236
2641 2605 09:46:45.888960 track 546 237
2642 2606 09:46:46.029980 track 547 236
2643 2607 09:46:46.169114 track 548 235
2644 2608 09:46:46.310489 track 547 237
2645 2609 09:46:46.451709 track 546 238
2646 2610 09:46:46.590647 track 547 237
2647 2611 09:46:46.731420 track 544 238
2648 2612 09:46:46.875535 track 544 237
2649 2613 09:46:47.014452 track 547 236
2650 2614 09:46:47.155676 track 548 236
2651 2615 09:46:47.300725 track 548 237
2652 2616 09:46:47.439939 track 550 234
2653 2617 09:46:47.580109 track 549 237
2654 2618 09:46:47.743129 track 548 233
2655 2619 09:46:47.884636 track 549 232
2656 2620 09:46:48.023659 track 549 236
2657 2621 09:46:48.162079 track 549 235
2658 2622 09:46:48.302700 track 549 235
2659 2623 09:46:48.441944 track 547 234
2660 2624 09:46:48.581801 track 547 236
2661 2625 09:46:48.744539 track 549 238
2662 2626 09:46:48.908926 track 550 238
2663 2627 09:46:49.072415 track 549 238
2664 2628 09:46:49.260768 track 551 239
2665 2629 09:46:49.426133 track 551 238
2666 2630 09:46:49.565852 track 552 239
2667 2631 09:46:49.706154 track 552 239
2668 2632 09:46:49.847883 track 548 239
2669 2633 09:46:50.013624 track 542 239
2670 2634 09:46:50.157202 track 537 239
2671 2635 09:46:50.295509 track 538 239
2672 2636 09:46:50.459361 track 525 240
2673 2637 09:46:50.626205 track 518 242
2674 2638 09:46:50.766949 track 511 242
2675 2639 09:46:50.907054 track 502 243
2676 2640 09:46:51.048113 track 489 244
2677 2641 09:46:51.212864 track 479 243
2678 2642 09:46:51.380955 track 469 243
2679 2643 09:46:51.520211 track 460 241
2680 2644 09:46:51.659969 track 449 237
2681 2645 09:46:51.825747 track 433 233
2682 2646 09:46:51.966317 track 418 228
2683 2647 09:46:52.131693 track 403 224
2684 2648 09:46:52.273370 track 391 221
2685 2649 09:46:52.413411 track 378 220
2686 2650 09:46:52.556974 track 356 220
2687 2651 09:46:52.718509 track 344 219
2688 2652 09:46:52.912284 track 324 221
2689 2653 09:46:53.076317 track 309 221
2690 2654 09:46:53.219450 track 291 223
2691 2655 09:46:53.386430 track 278 223
2692 2656 09:46:53.529560 track 259 224
2693 2657 09:46:53.670147 track 241 226
2694 2658 09:46:53.838078 track 226 226
2695 2659 09:46:54.006794 track 208 228
2696 2660 09:46:54.171399 track 193 229
2697 18 09:46:54.733112 feed left
2698 2661 09:46:54.872273 track 182 231
2699 2662 09:46:55.038767 track 172 231
2700 2663 09:46:55.203122 track 159 232
2701 2664 09:46:55.343323 track 148 232
2702 2665 09:46:55.483112 track 96 233
2703 2666 09:46:55.647782 track 87 232
2704 2667 09:46:55.811305 track 78 232
2705 2668 09:46:55.952738 track 69 232
2706 2669 09:46:56.118107 track 63 232
2707 2670 09:46:56.284889 track 57 232
2708 2671 09:46:56.452722 track 49 233
2709 2672 09:46:56.619340 track 44 233
2710 2673 09:46:56.784133 track 42 233
2711 2674 09:46:56.925997 track 45 234
2712 2675 09:46:57.094115 track 39 235
2713 2676 09:46:57.235629 track 42 234
2714 2677 09:46:57.376285 track 42 234
2715 2678 09:46:57.540102 track 39 235
2716 2679 09:46:57.711593 track 36 236
2717 2680 09:46:57.852615 track 42 235
2718 2681 09:46:57.991719 track 41 235
2719 2682 09:46:58.132348 track 39 236
2720 2683 09:46:58.273770 track 38 236
2721 2684 09:46:58.412957 track 40 237
2722 2685 09:46:58.560298 track 42 237
2723 2686 09:46:58.698548 track 41 238
2724 2687 09:46:58.839301 track 42 240
2725 2688 09:46:58.980618 track 43 243
2726 2689 09:46:59.118723 track 46 243
2727 2690 09:46:59.259329 track 47 245
2728 2691 09:46:59.404383 track 48 244
2729 2692 09:46:59.543852 track 48 245
2730 2693 09:46:59.683428 track 50 246
2731 2694 09:46:59.848107 track 49 248
2732 2695 09:46:59.989177 track 49 248
2733 2696 09:47:00.129312 track 51 246
2734 2697 09:47:00.296628 track 53 244
2735 2698 09:47:00.436868 track 53 245
2736 2699 09:47:00.577157 track 54 245
2737 2700 09:47:00.721234 track 54 246
2738 2701 09:47:00.861038 track 55 244
2739 2702 09:47:01.005276 track 55 244
2740 2703 09:47:01.143861 track 56 244
2741 2704 09:47:01.310209 track 58 241
2742 2705 09:47:01.523995 track 59 241
2743 2706 09:47:01.663601 track 60 243
2744 2707 09:47:01.804479 track 59 243
2745 2708 09:47:01.943898 track 57 244
2746 2709 09:47:02.110612 track 58 243
2747 2710 09:47:02.275044 track 58 244
2748 2711 09:47:02.443347 track 60 243
2749 2712 09:47:02.607577 track 61 242
2750 2713 09:47:02.748786 track 61 242
2751 2714 09:47:02.894781 track 62 242
2752 2715 09:47:03.083456 track 64 243
2753 2716 09:47:03.224384 track 63 244
2754 2717 09:47:03.363589 track 63 244
2755 2718 09:47:03.503687 track 61 245
2756 2719 09:47:03.645784 track 62 245
2757 2720 09:47:03.833956 track 58 249
2758 2721 09:47:03.975397 track 58 251
2759 2722 09:47:04.165235 track 56 253
2760 2723 09:47:04.306304 track 55 254
2761 2724 09:47:04.446424 track 55 254
2762 2725 09:47:04.585189 track 54 255
2763 2726 09:47:04.726008 track 52 256
2764 2727 09:47:04.867976 track 54 253
2765 2728 09:47:05.033069 track 51 256
2766 2729 09:47:05.174030 track 52 256
2767 2730 09:47:05.338162 track 52 255
2768 2731 09:47:05.479977 track 58 247
2769 2732 09:47:05.621315 track 55 245
2770 2733 09:47:05.760766 track 55 247
2771 2734 09:47:05.903122 track 56 249
2772 2735 09:47:06.067612 track 55 247
2773 2736 09:47:06.208251 track 59 250
2774 2737 09:47:06.349626 track 58 250
2775 2738 09:47:06.489466 track 68 255
2776 2739 09:47:06.633088 track 68 255
2777 2740 09:47:06.771865 track 76 256
2778 2741 09:47:06.938516 track 94 254
2779 2742 09:47:07.082752 track 104 253
2780 2743 09:47:07.248137 track 113 252
2781 2744 09:47:07.412982 track 120 251
2782 2745 09:47:07.585764 track 127 249
2783 2746 09:47:07.727388 track 134 248
2784 2747 09:47:07.866446 track 148 246
2785 2748 09:47:08.006782 track 160 246
2786 2749 09:47:08.147561 track 176 245
2787 2750 09:47:08.310924 track 195 246
2788 2751 09:47:08.480267 track 210 246
2789 2752 09:47:08.669761 track 222 247
2790 2753 09:47:08.815283 track 236 247
2791 2754 09:47:08.954513 track 254 248
2792 2755 09:47:09.094425 track 267 248
2793 2756 09:47:09.236049 track 284 248
2794 2757 09:47:09.407753 track 305 249
2795 2758 09:47:09.590777 track 319 250
2796 2759 09:47:09.741606 track 333 250
2797 2760 09:47:09.900109 track 348 249
2798 2761 09:47:10.073855 track 360 247
2799 2762 09:47:10.228478 track 379 247
2800 2763 09:47:10.430221 track 395 247
2801 2764 09:47:10.586510 track 405 247
2802 18 09:47:11.150719 feed right
2803 2765 09:47:11.268078 track 418 247
2804 2766 09:47:11.418375 track 429 246
2805 2767 09:47:11.572872 track 440 245
2806 2768 09:47:11.725470 track 455 243
2807 2769 09:47:11.877009 track 501 241
2808 2770 09:47:12.045281 track 509 240
2809 2771 09:47:12.198103 track 518 240
2810 2772 09:47:12.362466 track 526 239
2811 2773 09:47:12.550359 track 533 238
2812 2774 09:47:12.713804 track 540 237
2813 2775 09:47:12.877668 track 542 236
2814 2776 09:47:13.017795 track 548 235
2815 2777 09:47:13.157829 track 550 234
2816 2778 09:47:13.297421 track 552 234
2817 2779 09:47:13.438897 track 555 233
2818 2780 09:47:13.577734 track 555 233
2819 2781 09:47:13.716444 track 550 234
2820 2782 09:47:13.857526 track 553 234
2821 2783 09:47:14.019558 track 553 233
2822 2784 09:47:14.159334 track 552 232
2823 2785 09:47:14.300387 track 552 232
2824 2786 09:47:14.438758 track 555 231
2825 2787 09:47:14.577572 track 555 232
2826 2788 09:47:14.718174 track 557 235
2827 2789 09:47:14.880247 track 557 235
2828 2790 09:47:15.021076 track 558 243
2829 2791 09:47:15.183882 track 557 247
2830 2792 09:47:15.350721 track 555 250
2831 2793 09:47:15.513618 track 554 254
2832 2794 09:47:15.655379 track 552 257
2833 2795 09:47:15.796295 track 548 261
2834 2796 09:47:15.959837 track 544 263
2835 2797 09:47:16.100068 track 536 264
2836 2798 09:47:16.239948 track 530 263
2837 2799 09:47:16.404235 track 520 262
2838 2800 09:47:16.545722 track 515 261
2839 2801 09:47:16.684150 track 504 259
2840 2802 09:47:16.823019 track 494 258
2841 2803 09:47:16.964673 track 484 256
2842 2804 09:47:17.103516 track 467 252
2843 2805 09:47:17.243265 track 454 250
2844 2806 09:47:17.406151 track 431 246
2845 2807 09:47:17.569225 track 419 245
2846 2808 09:47:17.733227 track 404 242
2847 2809 09:47:17.873820 track 389 240
2848 2810 09:47:18.014123 track 377 239
2849 2811 09:47:18.154307 track 356 235
2850 2812 09:47:18.293552 track 339 233
2851 2813 09:47:18.457095 track 324 231
2852 2814 09:47:18.621238 track 312 230
2853 2815 09:47:18.761748 track 296 232
2854 2816 09:47:18.902237 track 283 232
2855 2817 09:47:19.040621 track 267 233
2856 2818 09:47:19.180795 track 253 234
2857 2819 09:47:19.345190 track 239 235
2858 2820 09:47:19.483713 track 224 237
2859 2821 09:47:19.624418 track 213 237
2860 2822 09:47:19.784846 track 201 238
2861 2823 09:47:19.949976 track 191 239
2862 19 09:47:20.512541 feed left
2863 2824 09:47:20.628392 track 177 241
2864 2825 09:47:20.768017 track 168 242
2865 2826 09:47:20.932495 track 158 243
2866 2827 09:47:21.096131 track 146 244
2867 2828 09:47:21.236068 track 114 246
2868 2829 09:47:21.401613 track 104 246
2869 2830 09:47:21.541188 track 100 245
2870 2831 09:47:21.681766 track 90 244
2871 2832 09:47:21.822597 track 82 243
2872 2833 09:47:21.961846 track 77 242
2873 2834 09:47:22.102886 track 69 241
2874 2835 09:47:22.241909 track 64 240
2875 2836 09:47:22.407888 track 58 239
2876 2837 09:47:22.571634 track 53 239
2877 2838 09:47:22.742453 track 48 238
2878 2839 09:47:22.883924 track 44 238
2879 2840 09:47:23.048043 track 39 237
2880 2841 09:47:23.238449 track 37 237
2881 2842 09:47:23.379859 track 42 238
2882 2843 09:47:23.548421 track 35 238
2883 2844 09:47:23.714668 track 35 237
2884 2845 09:47:23.855701 track 36 238
2885 2846 09:47:24.019925 track 39 238
2886 2847 09:47:24.159864 track 39 238
2887 2848 09:47:24.302893 track 40 237
2888 2849 09:47:24.441476 track 44 238
2889 2850 09:47:24.581486 track 47 238
2890 2851 09:47:24.722610 track 43 237
2891 2852 09:47:24.862449 track 47 237
2892 2853 09:47:25.002909 track 47 236
2893 2854 09:47:25.166393 track 45 235
2894 2855 09:47:25.334379 track 44 233
2895 2856 09:47:25.476918 track 46 235
2896 2857 09:47:25.616987 track 46 231
2897 2858 09:47:25.784313 track 48 225
2898 2859 09:47:25.950010 track 54 220
2899 2860 09:47:26.091318 track 61 214
2900 2861 09:47:26.232327 track 68 211
2901 2862 09:47:26.400141 track 77 208
2902 2863 09:47:26.542725 track 88 206
2903 2864 09:47:26.682528 track 102 205
2904 2865 09:47:26.823194 track 112 206
2905 2866 09:47:26.963822 track 118 207
2906 2867 09:47:27.196630 track 134 209
2907 2868 09:47:27.356976 track 143 211
2908 2869 09:47:27.531208 track 157 214
2909 2870 09:47:27.691644 track 173 218
2910 2871 09:47:27.864516 track 182 221
2911 2872 09:47:28.018930 track 203 229
2912 2873 09:47:28.187328 track 219 235
2913 2874 09:47:28.366489 track 235 240
2914 2875 09:47:28.522866 track 248 245
2915 2876 09:47:28.665568 track 264 247
2916 2877 09:47:28.805830 track 281 248
2917 2878 09:47:28.970906 track 299 249
2918 2879 09:47:29.114216 track 315 248
2919 2880 09:47:29.253029 track 328 248
2920 2881 09:47:29.418372 track 345 246
2921 2882 09:47:29.562760 track 355 246
2922 2883 09:47:29.727111 track 372 243
2923 2884 09:47:29.868474 track 385 241
2924 2885 09:47:30.032443 track 398 240
2925 2886 09:47:30.199568 track 412 239
2926 19 09:47:30.762078 feed right
2927 2887 09:47:30.927906 track 422 238
2928 2888 09:47:31.106070 track 436 237
2929 2889 09:47:31.251500 track 446 236
2930 2890 09:47:31.418035 track 457 235
2931 2891 09:47:31.562753 track 505 231
2932 2892 09:47:31.761047 track 516 231
2933 2893 09:47:31.928001 track 523 231
2934 2894 09:47:32.098809 track 532 231
2935 2895 09:47:32.268609 track 539 231
2936 2896 09:47:32.441565 track 544 231
2937 2897 09:47:32.586296 track 550 231
2938 2898 09:47:32.728598 track 554 231
2939 2899 09:47:32.897177 track 557 230
2940 2900 09:47:33.041836 track 554 230
2941 2901 09:47:33.184791 track 556 230
2942 2902 09:47:33.352668 track 555 230
2943 2903 09:47:33.522809 track 555 230
2944 2904 09:47:33.692942 track 554 230
2945 2905 09:47:33.861071 track 553 230
2946 2906 09:47:34.034024 track 553 230
2947 2907 09:47:34.204743 track 552 231
2948 2908 09:47:34.404768 track 551 231
2949 2909 09:47:34.572227 track 551 231
2950 2910 09:47:34.716305 track 549 232
2951 2911 09:47:34.859486 track 541 233
2952 2912 09:47:35.001808 track 540 233
2953 2913 09:47:35.150054 track 538 235
2954 2914 09:47:35.291108 track 535 236
2955 2915 09:47:35.460451 track 537 235
2956 2916 09:47:35.655094 track 536 235
2957 2917 09:47:35.796442 track 535 233
2958 2918 09:47:35.941330 track 534 234
2959 2919 09:47:36.082638 track 531 235
2960 2920 09:47:36.224748 track 532 233
2961 2921 09:47:36.368780 track 534 233
2962 2922 09:47:36.510179 track 535 232
2963 2923 09:47:36.652600 track 537 232
2964 2924 09:47:36.825355 track 537 233
2965 2925 09:47:36.969315 track 538 233
2966 2926 09:47:37.138261 track 540 235
2967 2927 09:47:37.282316 track 540 236
2968 2928 09:47:37.425316 track 541 238
2969 2929 09:47:37.569651 track 546 240
2970 2930 09:47:37.711664 track 550 242
2971 2931 09:47:37.855315 track 552 243
2972 2932 09:47:38.022665 track 559 245
2973 2933 09:47:38.168137 track 560 246
2974 2934 09:47:38.316183 track 560 245
2975 2935 09:47:38.457533 track 561 246
2976 2936 09:47:38.626551 track 563 247
2977 2937 09:47:38.771321 track 562 246
2978 2938 09:47:38.913185 track 562 248
2979 2939 09:47:39.082024 track 562 247
2980 2940 09:47:39.225295 track 562 248
2981 2941 09:47:39.394621 track 565 255
2982 2942 09:47:39.538645 track 563 253
2983 2943 09:47:39.681118 track 562 256
2984 2944 09:47:39.877058 track 560 260
2985 2945 09:47:40.019501 track 558 259
2986 2946 09:47:40.168211 track 554 258
2987 2947 09:47:40.310582 track 545 262
2988 2948 09:47:40.482523 track 537 262
2989 2949 09:47:40.629347 track 530 260
2990 2950 09:47:40.770610 track 521 258
2991 2951 09:47:40.914659 track 509 255
2992 2952 09:47:41.057207 track 501 253
2993 2953 09:47:41.199826 track 494 250
2994 2954 09:47:41.368933 track 484 245
2995 2955 09:47:41.513006 track 473 240
2996 2956 09:47:41.681299 track 459 232
2997 2957 09:47:41.823213 track 447 226
2998 2958 09:47:41.967147 track 431 219
2999 2959 09:47:42.113125 track 415 216
3000 2960 09:47:42.255461 track 402 213
3001 2961 09:47:42.403807 track 385 211
3002 2962 09:47:42.546415 track 369 209
3003 2963 09:47:42.689343 track 357 209
3004 2964 09:47:42.844319 track 342 211
3005 2965 09:47:43.039175 track 325 212
3006 2966 09:47:43.185951 track 312 214
3007 2967 09:47:43.328443 track 299 217
3008 2968 09:47:43.477512 track 284 220
3009 2969 09:47:43.646126 track 272 221
3010 2970 09:47:43.791752 track 256 223
3011 2971 09:47:43.936074 track 246 224
3012 2972 09:47:44.103999 track 230 224
3013 2973 09:47:44.248658 track 219 225
3014 2974 09:47:44.392252 track 206 225
3015 2975 09:47:44.535193 track 197 226
3016 20 09:47:45.109270 feed left
3017 2976 09:47:45.227543 track 187 226
3018 2977 09:47:45.395408 track 168 229
3019 2978 09:47:45.593126 track 157 229
3020 2979 09:47:45.760047 track 147 229
3021 2980 09:47:45.904455 track 97 224
3022 2981 09:47:46.048247 track 89 225
3023 2982 09:47:46.216202 track 78 226
3024 2983 09:47:46.364790 track 68 227
3025 2984 09:47:46.583127 track 61 229
3026 2985 09:47:46.754735 track 56 230
3027 2986 09:47:46.919700 track 51 232
3028 2987 09:47:47.091714 track 42 234
3029 2988 09:47:47.287402 track 41 234
3030 2989 09:47:47.456390 track 40 235
3031 2990 09:47:47.624566 track 40 235
3032 2991 09:47:47.791170 track 41 236
3033 2992 09:47:47.937739 track 45 236
3034 2993 09:47:48.104327 track 44 238
3035 2994 09:47:48.249096 track 45 238
3036 2995 09:47:48.393008 track 44 240
3037 2996 09:47:48.534881 track 41 243
3038 2997 09:47:48.680777 track 42 243
3039 2998 09:47:48.823112 track 43 243
3040 2999 09:47:48.964675 track 45 243
3041 3000 09:47:49.113104 track 42 246
3042 3001 09:47:49.256330 track 43 246
3043 3002 09:47:49.451899 track 44 247
3044 3003 09:47:49.620878 track 45 248
3045 3004 09:47:49.793080 track 44 250
3046 3005 09:47:49.962322 track 47 249
3047 3006 09:47:50.135770 track 49 252
3048 3007 09:47:50.329102 track 50 252
3049 3008 09:47:50.499926 track 51 252
3050 3009 09:47:50.645456 track 52 251
3051 3010 09:47:50.812753 track 59 253
3052 3011 09:47:51.010705 track 67 256
3053 3012 09:47:51.154699 track 75 258
3054 3013 09:47:51.298963 track 85 259
3055 3014 09:47:51.516119 track 92 260
3056 3015 09:47:51.659016 track 95 260
3057 3016 09:47:51.807612 track 103 259
3058 3017 09:47:51.949504 track 105 259
3059 3018 09:47:52.092981 track 108 258
3060 3019 09:47:52.236541 track 111 258
3061 3020 09:47:52.378645 track 113 256
3062 3021 09:47:52.522583 track 114 254
3063 3022 09:47:52.670093 track 116 251
3064 3023 09:47:52.811962 track 115 252
3065 3024 09:47:52.956504 track 117 250
3066 3025 09:47:53.098659 track 117 251
3067 3026 09:47:53.240697 track 117 248
3068 3027 09:47:53.384135 track 117 247
3069 3028 09:47:53.528560 track 115 243
3070 3029 09:47:53.695639 track 113 238
3071 3030 09:47:53.867544 track 111 236
3072 3031 09:47:54.036156 track 110 236
3073 3032 09:47:54.208382 track 107 232
3074 3033 09:47:54.376557 track 105 232
3075 3034 09:47:54.547046 track 99 228
3076 3035 09:47:54.717653 track 95 226
3077 3036 09:47:54.889677 track 92 225
3078 3037 09:47:55.058910 track 85 225
3079 3038 09:47:55.252955 track 77 225
3080 3039 09:47:55.397028 track 68 226
3081 3040 09:47:55.539907 track 63 227
3082 3041 09:47:55.681746 track 57 228
3083 3042 09:47:55.850074 track 51 229
3084 3043 09:47:56.019671 track 48 229
3085 3044 09:47:56.190174 track 45 229
3086 3045 09:47:56.385610 track 46 229
3087 3046 09:47:56.556393 track 46 227
3088 3047 09:47:56.702910 track 46 220
3089 3048 09:47:56.844621 track 48 220
3090 3049 09:47:56.988609 track 50 215
3091 3050 09:47:57.136967 track 57 212
3092 3051 09:47:57.279693 track 74 205
3093 3052 09:47:57.428078 track 85 205
3094 3053 09:47:57.570975 track 93 206
3095 3054 09:47:57.714141 track 102 206
3096 3055 09:47:57.861712 track 115 206
3097 3056 09:47:58.029788 track 132 207
3098 3057 09:47:58.174856 track 145 207
3099 3058 09:47:58.368716 track 161 207
3100 3059 09:47:58.538497 track 174 207
3101 3060 09:47:58.683316 track 187 208
3102 3061 09:47:58.827252 track 206 209
3103 3062 09:47:58.973431 track 219 210
3104 3063 09:47:59.116354 track 238 212
3105 3064 09:47:59.261566 track 257 215
3106 3065 09:47:59.404085 track 272 219
3107 3066 09:47:59.547987 track 285 221
3108 3067 09:47:59.767828 track 297 223
3109 3068 09:47:59.910342 track 315 225
3110 3069 09:48:00.054716 track 329 226
3111 3070 09:48:00.197045 track 342 227
3112 3071 09:48:00.368823 track 358 228
3113 3072 09:48:00.513366 track 383 228
3114 3073 09:48:00.657698 track 394 228
3115 3074 09:48:00.825403 track 411 229
3116 20 09:48:01.399054 feed right
3117 3075 09:48:01.598685 track 424 230
3118 3076 09:48:01.771110 track 439 231
3119 3077 09:48:01.939646 track 450 232
3120 3078 09:48:02.107631 track 464 233
3121 3079 09:48:02.279569 track 509 237
3122 3080 09:48:02.447251 track 520 237
3123 3081 09:48:02.591433 track 527 236
3124 3082 09:48:02.761512 track 534 235
